id,keywords
10218,"[{'id':10183,'name':'independent film'},{'id':10668,'name':'stuffed animal'},{'id':12396,'name':'hollywood'},{'id':33719,'name':'drink'},{'id':33876,'name':'swinger'},{'id':33879,'name':'producer'},{'id':33880,'name':'following someone'},{'id':33887,'name':'name calling'},{'id':183133,'name':'aspiring actor'},{'id':207716,'name':'actor'}]"
819,"[{'id':516,'name':'child abuse'},{'id':625,'name':'sadistic'},{'id':739,'name':'sexual abuse'},{'id':1499,'name':'pastor'},{'id':1522,'name':'repayment'},{'id':2400,'name':'juvenile prison'},{'id':3012,'name':'court case'},{'id':5319,'name':'pub'},{'id':6148,'name':'court'},{'id':14857,'name':'juvenile delinquent'},{'id':208349,'name':'child'}]"
11238,"[{'id':4344,'name':'musical'},{'id':4895,'name':'flying carpet'},{'id':9392,'name':'orient'},{'id':9663,'name':'sequel'},{'id':190536,'name':'genie'},{'id':191012,'name':'arabian nights'}]"
31530,"[{'id':4118,'name':'ballet dancer'},{'id':4344,'name':'musical'},{'id':12999,'name':'black and white'}]"
28120,"[{'id':6092,'name':'army'},{'id':9937,'name':'suspense'},{'id':10144,'name':'anti semitism'},{'id':13065,'name':'soldier'},{'id':195402,'name':'film noir'}]"
252,"[{'id':715,'name':'chocolate'},{'id':730,'name':'factory worker'},{'id':818,'name':'based on novel or book'},{'id':985,'name':'candy'},{'id':986,'name':'tv addicted person'},{'id':987,'name':'overweight child'},{'id':1158,'name':'grandparent grandchild relationship'},{'id':1382,'name':'factory'},{'id':4344,'name':'musical'},{'id':9457,'name':'single'},{'id':10508,'name':'teacher'},{'id':15101,'name':'based on children's book'},{'id':245358,'name':'grandfather grandson relationship'}]"
16372,"[{'id':392,'name':'england'},{'id':3358,'name':'haunted house'},{'id':6152,'name':'supernatural'},{'id':156580,'name':'ghost story'},{'id':165468,'name':'governess'}]"
11561,"[{'id':572,'name':'sex'},{'id':2020,'name':'revolution'},{'id':2964,'name':'future'},{'id':4565,'name':'dystopia'},{'id':6086,'name':'government'},{'id':6318,'name':'control'},{'id':8201,'name':'satire'},{'id':10183,'name':'independent film'},{'id':14544,'name':'robot'},{'id':189433,'name':'tyranny'},{'id':200802,'name':'cyrogenics'},{'id':236316,'name':'anarchic comedy'}]"
11302,"[{'id':2020,'name':'revolution'},{'id':2339,'name':'political activism'},{'id':3090,'name':'loser'}]"
623,"[{'id':642,'name':'robbery'},{'id':1326,'name':'infidelity'},{'id':1332,'name':'cheating'},{'id':1786,'name':'heart attack'},{'id':10051,'name':'heist'},{'id':10280,'name':'farce'},{'id':10909,'name':'lawyer'},{'id':18107,'name':'silencer'},{'id':33519,'name':'courtroom'},{'id':34061,'name':'american abroad'},{'id':34117,'name':'cult film'},{'id':156456,'name':'animal abuse'},{'id':159792,'name':'barrister'},{'id':159793,'name':'stuttering'},{'id':159801,'name':'weir'},{'id':159802,'name':'yelling'},{'id':159803,'name':'killing a dog'},{'id':159806,'name':'cutical scissors'},{'id':159809,'name':'run over by a steamroller'},{'id':159812,'name':'gag'},{'id':159815,'name':'excuse'},{'id':159817,'name':'barrel'},{'id':159818,'name':'zoophilia'},{'id':160362,'name':'screwball'},{'id':205598,'name':'stolen jewelry'}]"
583,"[{'id':186,'name':'christianity'},{'id':835,'name':'jewry'},{'id':836,'name':'resistance'},{'id':1394,'name':'gladiator'},{'id':1405,'name':'roman empire'},{'id':1979,'name':'balcony'},{'id':2618,'name':'miracle'},{'id':2815,'name':'graffiti'},{'id':2974,'name':'jesus christ'},{'id':3440,'name':'doomed man'},{'id':3569,'name':'latin'},{'id':3570,'name':'three kings'},{'id':3571,'name':'crucifixion'},{'id':3574,'name':'bethlehem'},{'id':3737,'name':'dying and death'},{'id':5066,'name':'stoning'},{'id':8201,'name':'satire'},{'id':11001,'name':'religion'},{'id':18126,'name':'sermon on the mount'},{'id':34117,'name':'cult film'},{'id':236316,'name':'anarchic comedy'}]"
12614,"[{'id':90,'name':'paris france'},{'id':237,'name':'gay'},{'id':2311,'name':'cabaret'},{'id':4344,'name':'musical'},{'id':172789,'name':'cross dresser'},{'id':197005,'name':'soprano'},{'id':214548,'name':'1930s'}]"
21711,"[{'id':6078,'name':'politics'}]"
11575,"[{'id':830,'name':'car race'},{'id':9253,'name':'slapstick'},{'id':159753,'name':'ensemble cast'},{'id':196401,'name':'cross country race'},{'id':205850,'name':'turn of the century'}]"
475,"[{'id':502,'name':'ambush'},{'id':798,'name':'sheriff'},{'id':828,'name':'waitress'},{'id':947,'name':'prohibition'},{'id':1556,'name':'texas'},{'id':2492,'name':'bank robber'},{'id':2493,'name':'oklahoma'},{'id':2496,'name':'impotence'},{'id':5900,'name':'missouri'},{'id':5901,'name':'texas ranger'},{'id':158741,'name':'grave digger'}]"
11331,"[{'id':658,'name':'sea'},{'id':701,'name':'cuba'},{'id':2422,'name':'mockery'},{'id':2763,'name':'human vs nature'},{'id':5420,'name':'fisherman'}]"
521,"[{'id':212,'name':'london'},{'id':596,'name':'adultery'},{'id':931,'name':'jealousy'},{'id':1328,'name':'secret'},{'id':1936,'name':'blackmail'},{'id':2620,'name':'evidence'},{'id':2848,'name':'tennis player'},{'id':3344,'name':'letter'},{'id':6038,'name':'marriage'},{'id':9673,'name':'love'},{'id':9826,'name':'murder'},{'id':9937,'name':'suspense'},{'id':11020,'name':'classic'},{'id':14604,'name':'theft'},{'id':33364,'name':'visit'},{'id':162271,'name':'husband'},{'id':208508,'name':'murder plot'},{'id':209714,'name':'3d'},{'id':229959,'name':'crime fiction writer'},{'id':235907,'name':'keys'}]"
88,"[{'id':246,'name':'dancing'},{'id':380,'name':'sibling relationship'},{'id':572,'name':'sex'},{'id':612,'name':'hotel'},{'id':642,'name':'robbery'},{'id':1342,'name':'dancing master'},{'id':1343,'name':'mambo'},{'id':1346,'name':'dance performance'},{'id':5600,'name':'daughter'},{'id':5767,'name':'summer camp'},{'id':7879,'name':'secret love'},{'id':10791,'name':'teenage crush'},{'id':13005,'name':'doctor'},{'id':14514,'name':'class differences'},{'id':14751,'name':'youth'},{'id':33694,'name':'family holiday'},{'id':41260,'name':'sensuality'},{'id':173490,'name':'unwanted pregnancy'},{'id':200129,'name':'summer romance'},{'id':208591,'name':'abortion'},{'id':226861,'name':'catskill resort'}]"
500,"[{'id':2052,'name':'traitor'},{'id':6099,'name':'jewelry'},{'id':6259,'name':'psychopath'},{'id':9727,'name':'thief'},{'id':10051,'name':'heist'},{'id':10085,'name':'betrayal'},{'id':10092,'name':'mystery'},{'id':10685,'name':'escape'},{'id':10726,'name':'gang'},{'id':11071,'name':'plan gone wrong'},{'id':34117,'name':'cult film'},{'id':157171,'name':'nonlinear timeline'},{'id':157892,'name':'warehouse'},{'id':159753,'name':'ensemble cast'},{'id':171826,'name':'told in flashback'},{'id':177438,'name':'heist gone wrong'},{'id':201058,'name':'foreshadowing'},{'id':207784,'name':'rendezvous'},{'id':224552,'name':'iconic'},{'id':233069,'name':'set in one room'},{'id':233072,'name':'uneasy alliance'},{'id':233073,'name':'rag tag group'}]"
792,"[{'id':1701,'name':'hero'},{'id':1960,'name':'mine'},{'id':2957,'name':'vietnam war'},{'id':5331,'name':'village'},{'id':10787,'name':'jungle'},{'id':13065,'name':'soldier'},{'id':14643,'name':'battle'},{'id':15240,'name':'platoon'},{'id':18543,'name':'combat'}]"
8491,"[{'id':966,'name':'beach'},{'id':3045,'name':'mission of murder'},{'id':5306,'name':'boss'},{'id':5812,'name':'bad boss'},{'id':6095,'name':'house'},{'id':189421,'name':'female corpse'}]"
402,"[{'id':459,'name':'sexual obsession'},{'id':582,'name':'san francisco'},{'id':703,'name':'detective'},{'id':931,'name':'jealousy'},{'id':1664,'name':'eroticism'},{'id':2619,'name':'suspicion of murder'},{'id':3183,'name':'bisexuality'},{'id':3737,'name':'dying and death'},{'id':3851,'name':'dangerous'},{'id':4320,'name':'lover'},{'id':4378,'name':'striptease'},{'id':4426,'name':'sadism'},{'id':6149,'name':'police'},{'id':6259,'name':'psychopath'},{'id':9016,'name':'femme fatale'},{'id':9740,'name':'sociopath'},{'id':207767,'name':'erotic thriller'}]"
10537,"[{'id':458,'name':'hippie'},{'id':496,'name':'poetry'},{'id':572,'name':'sex'},{'id':578,'name':'rock 'n' roll'},{'id':3298,'name':'hallucination'},{'id':3593,'name':'wilderness'},{'id':3800,'name':'airplane'},{'id':4344,'name':'musical'},{'id':4436,'name':'addicted'},{'id':4523,'name':'joint'},{'id':4572,'name':'organ'},{'id':5498,'name':'lsd'},{'id':5565,'name':'biography'},{'id':7464,'name':'alcoholism'},{'id':10229,'name':'singer'},{'id':14964,'name':'drugs'},{'id':41591,'name':'music band'}]"
11386,"[{'id':108,'name':'transvestism'},{'id':237,'name':'gay'},{'id':1562,'name':'hostage'},{'id':2038,'name':'love of one's life'},{'id':7005,'name':'northern ireland'},{'id':10180,'name':'homosexuality'},{'id':10199,'name':'gay interest'},{'id':10791,'name':'teenage crush'},{'id':13065,'name':'soldier'},{'id':165259,'name':'political unrest'}]"
9504,"[{'id':642,'name':'robbery'},{'id':1438,'name':'office'},{'id':1998,'name':'shop'},{'id':2918,'name':'estate agent'},{'id':6129,'name':'company'},{'id':11836,'name':'contest'},{'id':13001,'name':'cowardliness'},{'id':34117,'name':'cult film'},{'id':179867,'name':'real estate'},{'id':201885,'name':'pressure'},{'id':207268,'name':'neo-noir'}]"
15764,"[{'id':242,'name':'new york'},{'id':1631,'name':'concentration camp'},{'id':1739,'name':'holocaust'},{'id':1956,'name':'world war ii'},{'id':13028,'name':'writer'},{'id':21747,'name':'poland'},{'id':207883,'name':'1940s'}]"
601,"[{'id':455,'name':'farewell'},{'id':697,'name':'loss of loved one'},{'id':1007,'name':'homesickness'},{'id':1432,'name':'nasa'},{'id':1603,'name':'extraterrestrial technology'},{'id':1604,'name':'operation'},{'id':1826,'name':'space marine'},{'id':2430,'name':'hiding place'},{'id':3197,'name':'riding a bicycle'},{'id':3243,'name':'flying saucer'},{'id':3246,'name':'prosecution'},{'id':3335,'name':'halloween'},{'id':4456,'name':'frog'},{'id':4527,'name':'flowerpot'},{'id':5958,'name':'finger'},{'id':9457,'name':'single'},{'id':9951,'name':'alien'},{'id':10103,'name':'children'},{'id':14768,'name':'single mother'}]"
25842,"[{'id':65,'name':'holiday'},{'id':818,'name':'based on novel or book'},{'id':1443,'name':'clerk'},{'id':9736,'name':'little boy'},{'id':10164,'name':'apparition'},{'id':11436,'name':'redemption'},{'id':13153,'name':'spirit'},{'id':15169,'name':'goose'},{'id':33648,'name':'celebration'},{'id':33965,'name':'christmas eve'},{'id':33966,'name':'scrooge'},{'id':33969,'name':'miser'},{'id':162846,'name':'ghost'},{'id':180975,'name':'charles dickens'},{'id':193048,'name':'christmas spirit'},{'id':207317,'name':'christmas'},{'id':238091,'name':'bookkeeper'},{'id':238424,'name':'generosity'},{'id':239285,'name':'lame child'},{'id':239286,'name':'sickly boy'}]"
2119,"[{'id':6315,'name':'stock car racing'},{'id':6316,'name':'daytona'},{'id':9844,'name':'car crash'}]"
744,"[{'id':697,'name':'loss of loved one'},{'id':725,'name':'lovesickness'},{'id':2533,'name':'fighter pilot'},{'id':2796,'name':'self-discovery'},{'id':3203,'name':'pilot'},{'id':3737,'name':'dying and death'},{'id':3776,'name':'officer'},{'id':3777,'name':'training camp'},{'id':3779,'name':'air force'},{'id':3800,'name':'airplane'},{'id':3851,'name':'dangerous'},{'id':3994,'name':'battle assignment'},{'id':4410,'name':'u.s. navy'},{'id':6062,'name':'hostility'},{'id':7879,'name':'secret love'},{'id':13001,'name':'cowardliness'},{'id':207414,'name':'pilot school'}]"
221,"[{'id':30,'name':'individual'},{'id':526,'name':'rebel'},{'id':542,'name':'street gang'},{'id':830,'name':'car race'},{'id':970,'name':'parent child relationship'},{'id':1001,'name':'underground world'},{'id':1002,'name':'authority'},{'id':6059,'name':'unsociability'},{'id':191349,'name':'teen rebel'},{'id':243199,'name':'based on story'},{'id':253388,'name':'griffith observatory'}]"
702,"[{'id':380,'name':'sibling relationship'},{'id':531,'name':'southern usa'},{'id':570,'name':'rape'},{'id':1565,'name':'loss of sense of reality'},{'id':2102,'name':'brother-in-law'},{'id':2320,'name':'violent husband'},{'id':2411,'name':'new orleans'},{'id':11209,'name':'middle aged woman'},{'id':12980,'name':'sibling-in-law sibling-in-law relationship'},{'id':157131,'name':'light bulb'},{'id':160945,'name':'expectant father'}]"
25750,"[{'id':798,'name':'sheriff'},{'id':3752,'name':'night'},{'id':3875,'name':'barn'},{'id':9663,'name':'sequel'},{'id':10103,'name':'children'},{'id':11221,'name':'blood'},{'id':12339,'name':'slasher'},{'id':14819,'name':'violence'},{'id':18072,'name':'preacher'},{'id':41002,'name':'corn'}]"
9305,"[{'id':332,'name':'insect'},{'id':3126,'name':'ant'},{'id':4166,'name':'biotope'},{'id':4455,'name':'snail'},{'id':5705,'name':'grasshopper'},{'id':187056,'name':'woman director'},{'id':221355,'name':'nature documentary'}]"
37616,"[{'id':642,'name':'robbery'},{'id':10041,'name':'dysfunctional family'},{'id':10183,'name':'independent film'},{'id':159660,'name':'armored truck'},{'id':208636,'name':'ashtray'}]"
21612,"[{'id':3303,'name':'bedroom'},{'id':4112,'name':'strike'},{'id':5571,'name':'great depression'},{'id':6346,'name':'trade union'},{'id':9826,'name':'murder'},{'id':10391,'name':'mafia'},{'id':13092,'name':'corpse'},{'id':14512,'name':'new york city'},{'id':14819,'name':'violence'},{'id':41410,'name':'madness'},{'id':214548,'name':'1930s'}]"
102461,[]
36998,"[{'id':4573,'name':'down syndrome'}]"
116844,"[{'id':33457,'name':'alcoholic'},{'id':40879,'name':'drunk'}]"
1630,"[{'id':351,'name':'poison'},{'id':445,'name':'pornography'},{'id':460,'name':'free love'},{'id':740,'name':'aids'},{'id':1664,'name':'eroticism'},{'id':1803,'name':'drug addiction'},{'id':2426,'name':'group sex'},{'id':2564,'name':'wheelchair'},{'id':2829,'name':'last judgment'},{'id':3012,'name':'court case'},{'id':3441,'name':'sentence'},{'id':3800,'name':'airplane'},{'id':5651,'name':'baptism'},{'id':5653,'name':'vulgar'},{'id':33626,'name':'millionaire'},{'id':158558,'name':'disabled'}]"
26626,"[{'id':567,'name':'alcohol'},{'id':572,'name':'sex'},{'id':2964,'name':'future'},{'id':3687,'name':'graduation'},{'id':4552,'name':'beer'},{'id':6149,'name':'police'},{'id':8508,'name':'party'},{'id':9713,'name':'friends'},{'id':10508,'name':'teacher'},{'id':12105,'name':'student'},{'id':40879,'name':'drunk'},{'id':156768,'name':'roller coaster'},{'id':204151,'name':'keg'}]"
124837,"[{'id':15134,'name':'election'}]"
11816,"[{'id':970,'name':'parent child relationship'},{'id':1889,'name':'lake'},{'id':5153,'name':'son'},{'id':5600,'name':'daughter'},{'id':10181,'name':'based on play or musical'},{'id':10235,'name':'family relationships'},{'id':33694,'name':'family holiday'},{'id':155294,'name':'family conflict'},{'id':211660,'name':'old age'}]"
11843,"[{'id':642,'name':'robbery'},{'id':1384,'name':'diamond'},{'id':2408,'name':'côte d'azur'},{'id':5439,'name':'inspector'},{'id':8775,'name':'panther'},{'id':10280,'name':'farce'}]"
10379,"[{'id':3321,'name':'childhood memory'},{'id':7942,'name':'imaginary friend'}]"
2756,"[{'id':270,'name':'ocean'},{'id':658,'name':'sea'},{'id':2772,'name':'diving suit'},{'id':3243,'name':'flying saucer'},{'id':3312,'name':'nuclear missile'},{'id':4862,'name':'alien life-form'},{'id':6255,'name':'insanity'},{'id':10503,'name':'scuba diving'},{'id':14785,'name':'underwater'},{'id':155334,'name':'scuba'},{'id':162351,'name':'deepsea'},{'id':185477,'name':'trapped underwater '},{'id':233020,'name':'thalassophobia'}]"
790,"[{'id':530,'name':'prophecy'},{'id':658,'name':'sea'},{'id':966,'name':'beach'},{'id':1321,'name':'gold'},{'id':1415,'name':'small town'},{'id':1829,'name':'beheading'},{'id':1938,'name':'sword'},{'id':2398,'name':'narration'},{'id':3002,'name':'fog'},{'id':3341,'name':'leprosy'},{'id':3799,'name':'ship'},{'id':4079,'name':'lighthouse'},{'id':14765,'name':'church'}]"
1103,"[{'id':444,'name':'taxi'},{'id':542,'name':'street gang'},{'id':840,'name':'usa president'},{'id':1543,'name':'war veteran'},{'id':1562,'name':'hostage'},{'id':1930,'name':'kidnapping'},{'id':2019,'name':'liberation of prisoners'},{'id':2095,'name':'anti hero'},{'id':3149,'name':'gangster'},{'id':4565,'name':'dystopia'},{'id':4668,'name':'police operation'},{'id':5034,'name':'attempt to escape'},{'id':12190,'name':'cyberpunk'},{'id':34117,'name':'cult film'},{'id':217083,'name':'reluctant hero'}]"
11298,"[{'id':596,'name':'adultery'},{'id':818,'name':'based on novel or book'},{'id':1370,'name':'shapeshifting'},{'id':2908,'name':'secret society'},{'id':3623,'name':'cabin'},{'id':9720,'name':'woods'},{'id':9826,'name':'murder'},{'id':10714,'name':'serial killer'},{'id':12564,'name':'werewolf'},{'id':15106,'name':'psychiatrist'},{'id':33688,'name':'hunting'},{'id':155818,'name':'newswoman'}]"
4480,"[{'id':818,'name':'based on novel or book'},{'id':1649,'name':'provence'},{'id':2851,'name':'avarice'},{'id':4933,'name':'battle for power'},{'id':7199,'name':'source'},{'id':10226,'name':'neighbor'}]"
4481,"[{'id':697,'name':'loss of loved one'},{'id':818,'name':'based on novel or book'},{'id':1649,'name':'provence'},{'id':7199,'name':'source'},{'id':9748,'name':'revenge'}]"
10765,"[{'id':90,'name':'paris france'},{'id':2273,'name':'role of women'},{'id':2386,'name':'empowerment'},{'id':2660,'name':'strong woman'},{'id':3777,'name':'training camp'},{'id':4375,'name':'transformation'},{'id':4595,'name':'u.s. army'},{'id':4613,'name':'training'},{'id':6092,'name':'army'},{'id':6223,'name':'change'},{'id':11024,'name':'female soldier'},{'id':11322,'name':'female protagonist'},{'id':11537,'name':'woman with gun'},{'id':33652,'name':'private'},{'id':191731,'name':'female empowerment'},{'id':196009,'name':'military training'},{'id':207999,'name':'determination'},{'id':223918,'name':'army cadet'},{'id':234820,'name':'army training'},{'id':234975,'name':'woman empowerment'}]"
762,"[{'id':113,'name':'holy grail'},{'id':345,'name':'monk'},{'id':392,'name':'england'},{'id':770,'name':'scotland yard'},{'id':1400,'name':'swordplay'},{'id':3966,'name':'camelot'},{'id':3968,'name':'round table'},{'id':3969,'name':'chapter'},{'id':5160,'name':'animal attack'},{'id':8201,'name':'satire'},{'id':10466,'name':'knight'},{'id':10982,'name':'king arthur'},{'id':11327,'name':'wedding reception'},{'id':11487,'name':'midnight movie'},{'id':34117,'name':'cult film'},{'id':161817,'name':'monty python'},{'id':177129,'name':'knights of the round table'},{'id':236316,'name':'anarchic comedy'}]"
44497,"[{'id':237,'name':'gay'},{'id':2699,'name':'fetish'},{'id':3664,'name':'research'},{'id':5159,'name':'tourist'},{'id':12396,'name':'hollywood'},{'id':13059,'name':'prostitution'},{'id':15135,'name':'gay sex'},{'id':18321,'name':'porn industry'},{'id':155477,'name':'softcore'},{'id':158713,'name':'bdsm'},{'id':238355,'name':'gay pornography'},{'id':245445,'name':'serendipity'}]"
99479,"[{'id':5565,'name':'biography'}]"
124829,[]
10548,"[{'id':240,'name':'underdog'},{'id':2792,'name':'boxer'},{'id':6042,'name':'disrespect'},{'id':6075,'name':'sport'},{'id':8909,'name':'zaire'},{'id':9682,'name':'history'},{'id':11243,'name':'african american'},{'id':155391,'name':'muhammad ali'},{'id':155392,'name':'summit'},{'id':155393,'name':'sympathy'},{'id':155395,'name':'endurance'},{'id':159290,'name':'sports history'},{'id':209476,'name':'boxing'}]"
531,"[{'id':642,'name':'robbery'},{'id':1436,'name':'inventor'},{'id':3028,'name':'penguin'},{'id':3029,'name':'telecontrol'},{'id':9887,'name':'surrealism'},{'id':10085,'name':'betrayal'},{'id':10121,'name':'stop motion'},{'id':15009,'name':'criminal'},{'id':15162,'name':'dog'},{'id':155508,'name':'jewel heist'},{'id':197065,'name':'claymation'},{'id':212412,'name':'very little dialogue'},{'id':230385,'name':'plasticine'}]"
4483,"[{'id':851,'name':'dual identity'},{'id':1157,'name':'wife husband relationship'},{'id':1308,'name':'secret identity'},{'id':2547,'name':'new identity'},{'id':5565,'name':'biography'},{'id':11004,'name':'rural setting'},{'id':208244,'name':'16th century'}]"
18919,"[{'id':490,'name':'philosophy'},{'id':634,'name':'soul'},{'id':2343,'name':'magic'},{'id':3530,'name':'prague'},{'id':6300,'name':'puppet'},{'id':9887,'name':'surrealism'},{'id':10183,'name':'independent film'},{'id':14531,'name':'play'},{'id':14999,'name':'devil'},{'id':33401,'name':'master'},{'id':156174,'name':'occult'},{'id':158690,'name':'clay'},{'id':163110,'name':'theatre'},{'id':202682,'name':'lured'}]"
61461,"[{'id':6139,'name':'innocence'}]"
659,"[{'id':74,'name':'germany'},{'id':236,'name':'suicide'},{'id':291,'name':'circus'},{'id':596,'name':'adultery'},{'id':1525,'name':'puberty'},{'id':1813,'name':'toxication'},{'id':1956,'name':'world war ii'},{'id':2087,'name':'lolita'},{'id':2587,'name':'married couple'},{'id':2652,'name':'nazi'},{'id':2783,'name':'family's daily life'},{'id':3321,'name':'childhood memory'},{'id':3407,'name':'suffocation'},{'id':3409,'name':'gdansk'},{'id':3410,'name':'kaschubia'},{'id':3568,'name':'lone wolf'},{'id':3725,'name':'pregnancy'},{'id':10183,'name':'independent film'},{'id':156195,'name':'family feud'},{'id':193008,'name':'red army'},{'id':209966,'name':'new german cinema'}]"
30892,"[{'id':222,'name':'schizophrenia'},{'id':1025,'name':'great britain'},{'id':1610,'name':'country estate'},{'id':2884,'name':'asylum'},{'id':2974,'name':'jesus christ'},{'id':6262,'name':'delusion'},{'id':8201,'name':'satire'},{'id':10123,'name':'dark comedy'},{'id':10181,'name':'based on play or musical'},{'id':34117,'name':'cult film'},{'id':156479,'name':'inheritance fight'}]"
86369,[]
38554,"[{'id':3202,'name':'con man'},{'id':3344,'name':'letter'},{'id':9649,'name':'god'},{'id':10594,'name':'money'}]"
36555,[]
10608,"[{'id':1399,'name':'senate'},{'id':6085,'name':'election campaign'},{'id':6382,'name':'folk music'},{'id':11800,'name':'mockumentary'},{'id':18075,'name':'political campaign'},{'id':160517,'name':'fake documentary'},{'id':162339,'name':'media manipulation'},{'id':169086,'name':'political satire'},{'id':180724,'name':'hidden truth'},{'id':191600,'name':'assassination attempt'}]"
11216,"[{'id':629,'name':'sicily'},{'id':886,'name':'movie business'},{'id':970,'name':'parent child relationship'},{'id':1388,'name':'cinema'},{'id':5091,'name':'kiss'},{'id':9856,'name':'flashback'},{'id':10683,'name':'coming of age'},{'id':173719,'name':'haunted by the past'},{'id':179428,'name':'censorship'},{'id':185352,'name':'movie theatre'},{'id':246529,'name':'nuovo cinema paradiso'}]"
7452,"[{'id':1650,'name':'cook'},{'id':1918,'name':'cooking'},{'id':1946,'name':'restaurant'},{'id':8201,'name':'satire'},{'id':9730,'name':'crime boss'},{'id':34117,'name':'cult film'}]"
892,"[{'id':1252,'name':'suicide attempt'},{'id':1353,'name':'underground'},{'id':3152,'name':'planned murder'},{'id':3199,'name':'clown'},{'id':4452,'name':'butcher'},{'id':4457,'name':'butcher's shop'},{'id':4458,'name':'post-apocalyptic'},{'id':4459,'name':'vegetarian'},{'id':4460,'name':'terror cell'},{'id':4565,'name':'dystopia'},{'id':34117,'name':'cult film'}]"
1600,"[{'id':2446,'name':'krakow'},{'id':2690,'name':'heart disease'},{'id':3864,'name':'false identity'},{'id':4653,'name':'french'},{'id':6027,'name':'music'},{'id':6300,'name':'puppet'},{'id':10183,'name':'independent film'},{'id':21747,'name':'poland'},{'id':161891,'name':'doppelgänger'},{'id':172442,'name':'parallel lives'},{'id':212914,'name':'warsaw'}]"
26561,"[{'id':131,'name':'italy'},{'id':818,'name':'based on novel or book'},{'id':5248,'name':'female friendship'},{'id':6876,'name':'vacation'},{'id':190084,'name':'chance encounter'}]"
975,"[{'id':74,'name':'germany'},{'id':254,'name':'france'},{'id':1402,'name':'general'},{'id':1627,'name':'patriotism'},{'id':2504,'name':'world war i'},{'id':4528,'name':'song'},{'id':6092,'name':'army'},{'id':7956,'name':'cowardice'},{'id':13065,'name':'soldier'},{'id':34117,'name':'cult film'}]"
18129,"[{'id':818,'name':'based on novel or book'},{'id':3202,'name':'con man'},{'id':5552,'name':'train ride'},{'id':9937,'name':'suspense'},{'id':10453,'name':'con artist'},{'id':12670,'name':'los angeles'},{'id':155544,'name':'horse track'},{'id':159607,'name':'grifter'},{'id':203139,'name':'estafa'},{'id':207268,'name':'neo-noir'}]"
54405,"[{'id':10183,'name':'independent film'}]"
409,"[{'id':487,'name':'cairo'},{'id':1160,'name':'egypt'},{'id':1284,'name':'identity'},{'id':1453,'name':'amnesia'},{'id':1956,'name':'world war ii'},{'id':1959,'name':'burn'},{'id':1961,'name':'landmine'},{'id':1963,'name':'expedition'},{'id':1964,'name':'cave'},{'id':1965,'name':'sandstorm'},{'id':1967,'name':'cave painting'},{'id':1968,'name':'prisoner of war'},{'id':1969,'name':'map'},{'id':1971,'name':'mine clearer'},{'id':1972,'name':'hearing'},{'id':2050,'name':'desert scientist'},{'id':2051,'name':'intelligence'},{'id':2052,'name':'traitor'},{'id':2053,'name':'mural painting'},{'id':3800,'name':'airplane'},{'id':7879,'name':'secret love'},{'id':18034,'name':'desert'}]"
38251,"[{'id':1956,'name':'world war ii'},{'id':2041,'name':'island'},{'id':6092,'name':'army'},{'id':174363,'name':'greek island'},{'id':174379,'name':'italian army'}]"
10161,"[{'id':2425,'name':'bodily disabled person'},{'id':5565,'name':'biography'},{'id':5933,'name':'poet'},{'id':7600,'name':'foot'},{'id':9672,'name':'based on a true story'},{'id':9856,'name':'flashback'},{'id':10818,'name':'author'},{'id':11018,'name':'irish'},{'id':11935,'name':'working class'},{'id':158558,'name':'disabled'},{'id':180175,'name':'cerebral palsy'},{'id':189098,'name':'courage'}]"
1412,"[{'id':459,'name':'sexual obsession'},{'id':572,'name':'sex'},{'id':738,'name':'sexuality'},{'id':2249,'name':'camcorder'},{'id':2874,'name':'spanner'},{'id':3201,'name':'orgasm'},{'id':4115,'name':'longing'},{'id':4434,'name':'interview'},{'id':177185,'name':'videotape'},{'id':178649,'name':'voyeurism'}]"
41768,"[{'id':2564,'name':'wheelchair'},{'id':3134,'name':'louisiana'},{'id':10183,'name':'independent film'},{'id':168622,'name':'soap opera'},{'id':207583,'name':'actress'},{'id':207819,'name':'accident'}]"
10409,"[{'id':733,'name':'dancer'},{'id':970,'name':'parent child relationship'},{'id':1157,'name':'wife husband relationship'},{'id':1691,'name':'dance'},{'id':4087,'name':'revelation'},{'id':4375,'name':'transformation'},{'id':9104,'name':'partner'},{'id':9856,'name':'flashback'},{'id':10104,'name':'dance competition'},{'id':10106,'name':'ballroom dancing'},{'id':10181,'name':'based on play or musical'},{'id':13072,'name':'falling in love'},{'id':40897,'name':'dance lesson'},{'id':169071,'name':'championship'},{'id':207008,'name':'dance school'},{'id':221692,'name':'rhumba'},{'id':242850,'name':'paso doble'}]"
14285,"[{'id':1556,'name':'texas'},{'id':2122,'name':'death penalty'},{'id':5340,'name':'investigation'},{'id':5720,'name':'dallas texas'},{'id':9826,'name':'murder'},{'id':15090,'name':'police officer'},{'id':157107,'name':'court trial'},{'id':188775,'name':'miscarriage of justice'}]"
2469,"[{'id':378,'name':'prison'},{'id':1591,'name':'ex-detainee'},{'id':2727,'name':'porn actor'},{'id':4952,'name':'inferiority complex'}]"
10174,"[{'id':1664,'name':'eroticism'},{'id':1691,'name':'dance'},{'id':3490,'name':'pop star'},{'id':4344,'name':'musical'},{'id':5287,'name':'tour'},{'id':6029,'name':'concert'},{'id':34264,'name':'madonna'}]"
